web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698803344-762","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10985895","AUDI A3 Sportback 40 TFSI Sport quattro S-tronic","","CHF 27'720.–","02.2019","Limousine","74'500 km","Essence","Automatique","190 PS (140 kW)","4 roues motrices","6.3 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","St Gallerstrasse 101, 8645 Rapperswil - Jona","Listing ID: 10985895","2023-10-31","CHF 54'429","Professionelle und immer freundliche Beratung, hoher Kundenservice."
"1698803357-763","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2017-occasion-10445064","AUDI A3 Cabriolet 1.5 TFSI Sport S-tronic","","CHF 27'790.–","03.2018","Cabriolet","51'600 km","Essence","Automatique","150 PS (110 kW)","Traction avant","4.9 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Route du Bois-des-Frères 85, 1219 Le Lignon - Vernier","Listing ID: 10445064","2023-04-18","CHF 55'890","[2Y] gletscherweiss metallic
[YEL] Infotainment & Technik Kombipaket
[GB1] LTE-Unterstützung für Audi phone box
[PA] schwarz
[EI] schwarz - felsgrau"
"1698803370-764","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10654841","AUDI A3 Sportback 40 TDI Design quattro S-tronic","Top-Zustand, unfallfrei, erweiterte Ausstattung, Xenon, Paket Infotainment, Assistenzpakete, Eintausch/ Finanzierung möglich","CHF 27'800.–","10.2019","Limousine","73'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","6.4 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Ziegelei, 3672 Oberdiessbach","Listing ID: 10654841","2023-06-29","Non",""
"1698803383-765","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2021-occasion-10811566","AUDI A3 Sportback 35 TFSI S-tronic","Mit Distanzregler, Navi, virtual cockpit, LED-Scheinwerfer,","CHF 27'800.–","06.2021","Limousine","62'300 km","Hybride léger essence/électrique","Automatique","150 PS (110 kW)","Traction avant","5.8 l/100 km","Oui","","Non","Oui","A partir du, 10.06.2021, 48 mois ou 80'000 km","Bern-Zürichstrasse 44 - Bützbergstrasse 98, 4900 Langenthal","Listing ID: 10811566","2023-08-30","CHF 57'200","1071283"
"1698803396-766","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2021-occasion-10922012","AUDI A3 Limousine 35 TDI S-LineS-tronic","VIRTUAL COCKPIT / 17""ALUFELGEN / SITZHEIZUNG / NAVIGATION / PARKHILFE VO+HI / SPURASSIST / TEMPOMAT","CHF 27'800.–","06.2021","Limousine","26'695 km","Diesel","Automatique","150 PS (110 kW)","Traction avant","4.6 l/100 km","Oui","","Non","Non","","Büelstrasse 35, 8604 Hegnau-Volketswil","Listing ID: 10922012","2023-10-06","Oui",""
"1698803409-767","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-9949116","AUDI A3 Sportback 35 TFSI Design S-tronic","","CHF 27'900.–","07.2019","Limousine","32'500 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.1 l/100 km","Non","","Non","Non","","Via Sonvico 3a, 6948 Porza","Listing ID: 9949116","2022-11-14","Non","Ottimo servizio e cordialità"
"1698803424-768","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10147302","AUDI A3 Sportback 40 TFSI e-tron Design S-tronic","CH Fahrzeug: Plugin Hybride mit toller Ausstattung","CHF 27'900.–","12.2019","Limousine","21'500 km","Hybride rechargeable essence/électrique","Automatique","204 PS (150 kW)","Traction avant","1.6 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 100'000 km","Hölzliwisenstrasse 1, 8604 Volketswil","Listing ID: 10147302","2023-01-05","CHF 59'995","[D14] Kundenvorteil Infotainment&Technik-Kombipack
[GB1] LTE-Unterstützung für Audi phone box
[HW] kastanienbraun - braun
[YEL] Infotainment & Technik Kombipaket

CHF NP: 59'995,- Wir freuen uns auf Ihre Terminanfrage, das Fahrzeug wartet auf Sie"
"1698803436-769","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10752578","AUDI A3 Sportback 1.4 e-tron Sport S-tronic","S-Line, Tempomat mit ACC, Rückfahrkamera...","CHF 27'900.–","12.2019","Limousine","44'500 km","Hybride rechargeable essence/électrique","Automatique","204 PS (150 kW)","Traction avant","1.6 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Aargauerstrasse 13, 6215 Beromünster","Listing ID: 10752578","2023-08-08","CHF 57'845","Von der ersten telefonischen Kontaktanfrage bis zur Abholung meines Cupra Born ..."
"1698803452-770","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2021-occasion-10791006","AUDI A3 Sportback 1.5 35 TFSI Attraction S-Tronic","CH-Fahrzeug","CHF 27'900.–","12.2020","Limousine","31'100 km","Hybride léger essence/électrique","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.9 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois","Münchwilerstrasse 34, 9554 Tägerschen","Listing ID: 10791006","2023-08-22","Non","Sehr geehrte Damen und Herren

Wir freuen uns über Ihr Interesse an unseren Fahrzeugen.

Sämtliche Fahrzeuge ab MFK und Service.

• 365 Tage offen für Fahrzeugbesichtigungen
• Eintauschmöglichkeit
• Top Service !
• Personalisierte Finanzierungsmöglichkeit
• Kredit- Leasing- Finanzierung Plus
• Finanzierungen ohne Anzahlung willkommen
• Aftersale Service
• und vieles mehr!

Ablieferungspauschale Fr. 400.-"
"1698803465-771","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2021-occasion-10342724","AUDI A3 Sportback 35 TFSI S-tronic","Leasing 350.- * CH-Auto * Werksgarantie * Gratis-Service * Navi Plus * Virt.Cockpit * Assistenzpaket * Parkassistent * 8-fach","CHF 27'900.–","03.2021","Limousine","49'900 km","Hybride léger essence/électrique","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.8 l/100 km","Oui","01.03.2021","Non","Oui","Dès la 1ère mise en circulation, 48 mois ou 80'000 km","Schützenstrasse 7, 8800 Thalwil","Listing ID: 10342724","2023-03-14","Non","- sehr gepflegtes CH-Fahrzeug (1 Vorbesitzer)
- Werksgarantie bis am 1.3.2025 oder 80'000 km
- Gratis-Service bis am 1.3.2031 oder 100'000 km"
"1698803480-772","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10879448","AUDI A3 Sportback 2.0 TFSI Sport quattro S-tronic","Toit ouvrant - Pack S-Line int/ext - Garantie 12 mois - Expertise du jour","CHF 27'900.–","05.2018","Limousine","74'300 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","4 roues motrices","5.8 l/100 km","Oui","30.10.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Chemin Delay 23, 1214 Vernier","Listing ID: 10879448","2023-09-22","Oui","Forfait de mise à la route 300chf non inclus 

A votre service depuis 1988.
Spécialiste revendeur Mazda, Citroën, Mitsubishi sur le canton de Genève
Vente voitures d'occasion toutes marques .
Vente voitures neuves toutes marques
Dépôt vente / consignation
A 7 MINUTES DE L’AÉROPORT. OUVERT LE SAMEDI MATIN.
Achat, Crédit, Leasing 
Nous rachetons les leasing en cours
Service Après-vente : réparation et entretien

Nous reprenons toutes les belles voitures avec leur carnet de service à jour et non-accidentées.

Nous parlons le français, We speak English, Falamos Português, Si parla italiano

RENSEIGNEMENTS COMMUNIQUES A TITRES INDICATIFS, SAUF ERREUR OU OMISSION."
"1698803495-773","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10973818","AUDI A3 Sportback 1.5 TFSI S-tronic","Audi origine Suisse, Pack S-Line, Pack Optique Noir, Pack Technique,","CHF 27'900.–","12.2018","Limousine","52'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.1 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 24 mois ou 40'000 km","Route de Vessy 15, 1206 Genève","Listing ID: 10973818","2023-10-26","Non","Véhicule avec Swiss Audi Service Package 10 ans ou 100'000 km, 1ère main. Forfait de livraison CHF 490.- Nettoyage intérieur/extérieur, plein d'essence, vignette autoroute + démarches administratives Bureau des autos et assurances. EXPERTISE DU JOUR"
"1698803508-774","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2020-occasion-10928310","AUDI A3 Sportback 35 TFSI S line S-tronic","Leder, Navigation über Smartphone, Sitzheizung, Tempomat, LED Scheinwerfer, 17""Alufelgen. Spurassist, El.Spiegel, El.Klappbar, Parkhilfe Vo+Hi, Touchscreen, Klimaautomat 2, Regen Lichtsensor, DAB, Digital-Display,","CHF 27'980.–","07.2020","Limousine","7'541 km","Hybride léger essence/électrique","Automatique","150 PS (110 kW)","Traction avant","5.9 l/100 km","Oui","","Non","Non","","Büelstrasse 35, 8604 Hegnau-Volketswil","Listing ID: 10928310","2023-10-09","Oui",""
"1698803521-775","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10880781","AUDI A3 Sportback 40 TFSI Sport quattro S-tronic","***Anhängerkupplung und Standheizung mit Funkfernbedienung original ab Werk***","CHF 27'990.–","03.2019","Limousine","71'500 km","Essence","Automatique","190 PS (140 kW)","4 roues motrices","6.3 l/100 km","Non","","Non","Oui","Dès la 1ère mise en circulation, 60 mois","Grindlenstrasse 2, 8954 Geroldswil","Listing ID: 10880781","2023-09-22","CHF 59'930","[L5] florettsilber metallic
[MI] schwarz - schwarz
[#F1] BusinessPlus
[GB1] LTE-Unterstützung für Audi phone box
[YEL] Infotainment & Technik Kombipaket"
"1698803534-776","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10728930","AUDI A3 Sportback 35 TFSI Sport S-tronic","Services suivis * Expertisée * Garantie 12 mois * jantes 19''","CHF 27'999.–","06.2019","Limousine","73'000 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","7.3 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Route Cantonale 112, 1025 St Sulpice VD","Listing ID: 10728930","2023-07-27","Non",""
"1698803547-777","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2021-occasion-10576243","AUDI A3 Sportback 40 TFSI e S-tronic","VERGLEICHEN LOHNT SICH!!! 1. Hand FZ frisch ab MFK & Service inkl. 12 Mt. Garantie, Automat & Navi...NEUWERTIG!","CHF 27'999.–","03.2021","Limousine","15'000 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","-","Oui","23.06.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois","Passwangstrasse 49, 4226 Breitenbach SO","Listing ID: 10576243","2023-06-02","Non","VERGLEICHEN LOHNT SICH!!! 1. Hand FZ frisch ab MFK & Service inkl. 12 Mt. Garantie, Automat & Navi...NEUWERTIG!"
"1698803560-778","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10723438","AUDI A3 Sportback 40 TFSI Sport quattro S-tronic","Servizi Audi fino a 100000 km o 10 anni","CHF 28'400.–","03.2019","Limousine","72'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","4 roues motrices","8.3 l/100 km","Oui","10.06.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Via Industrie 25, 6512 Giubiasco","Listing ID: 10723438","2023-07-25","Non",""
"1698803573-779","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10927929","AUDI A3 Sportback 35 TFSI Sport S-tronic","Pack SLine intérieur et extérieur Jantes aluminium BBS Incl. service Audi 10ans ou 100'000Km","CHF 28'490.–","10.2019","Limousine","41'980 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","7.3 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Route de Bienne 1, 2605 SONCEBOZ","Listing ID: 10927929","2023-10-09","Non","Très bon garage!
Travail propre et rapide!"
"1698803588-780","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2020-occasion-9130206","AUDI A3 Sportback 35 TFSI Sportback Business Edition","* Tempomat * LED * Navigation * Sitzheizung * PDC hinten * Leasingrate CHF 408.- / Mt. *","CHF 28'500.–","07.2020","Limousine","12'500 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.9 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Fährhüttenstr. 19/21, 9477 Trübbach","Listing ID: 9130206","2022-11-14","Oui","-Wir von AUTOPARK-OST sind Ihr Vertrauenspartner für

– Offizielle Markenvertretung Dodge & Ram
– Top Gepflegte Occasionen mit Qualitätsgarantie
– Neuwagen diverser Marken

Bei uns sind Sie und Ihr Auto rundum aufgehoben

Gerne zeigen wir Ihnen Ihr neues Fahrzeug und beraten Sie zu;

- Finanzierung *
- Versicherung *
- Garantie *
- Service *
- Zubehör *"
"1698803603-781","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10970302","AUDI A3 Sportback 40 TFSI Sport S-tronic","S-Line intérieur + extérieur - Navigation - Financement dès CHF 399.00 par mois / MMI - Tempomat - Park Assist - Garantie","CHF 28'500.–","07.2019","Limousine","58'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","Traction avant","6 l/100 km","Non","25.09.2019","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Rue du Petit Pont 7a, 1964 Conthey","Listing ID: 10970302","2023-10-25","Oui","Compris dans le prix affiché : 
- Le plein de carburant
- La vignette d'autoroute
- L'expertise
- Les papiers d'immatriculation
- Des offres de reprise à la demande
- Des propositions de leasing ou crédit

Français / Italiano / Deutsch"
"1698803616-782","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2020-occasion-10764268","AUDI A3 Sportback 1.4 40 e-tron Sport S-Tronic","","CHF 28'500.–","07.2020","Limousine","89'000 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","204 PS (150 kW)","Traction avant","0.8 l/100 km","Oui","13.07.2020","Non","Non","","Hauptgeschäft: St.Urbanstrasse 9, 6144 Zell","Listing ID: 10764268","2023-08-11","Non","Freundliches kompetentes Team"
"1698803629-783","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2019-occasion-10000889","AUDI A3 Cabriolet 35 TFSI Sport S-tronic","Garantie 24 mois - 2 Jeux de roue été et hiver - Service gratuit AUDI 10 ans ou 100'000km - GPS - Caméra - ACC etc.","CHF 28'500.–","03.2019","Cabriolet","62'500 km","Essence","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","7.3 l/100 km","Oui","04.11.2022","Non","Oui","À partir de la livraison du véhicule, 24 mois ou 40'000 km","Chemin Buvelot 2, 1110 Morges","Listing ID: 10000889","2022-11-14","Non","NUMERO DIRECT 021 / 804 69 70 ou 079 / 440 69 70
Carlos Costa vous accueille avec plaisir au Garage du Lac Morges SA.
Français, English, Español, Português, Italiano."
"1698803642-784","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10808101","AUDI A3 Sportback 1.4 e-tron Sport S-tronic","","CHF 28'500.–","01.2020","Limousine","48'100 km","Hybride rechargeable essence/électrique","Automatique","204 PS (150 kW)","Traction avant","1.6 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Aargauerstrasse 13, 6215 Beromünster","Listing ID: 10808101","2023-08-29","CHF 55'855","[YEL] Infotainment & Technik Kombipaket"
"1698803655-785","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2020-occasion-10308992","AUDI A3 40 TFSI e-tron Sport","","CHF 28'700.–","09.2020","Limousine","37'100 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","150 PS (150 kW)","Traction avant","-","Non","01.02.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois","Seestrasse 109, 3800 Unterseen","Listing ID: 10308992","2023-03-03","Oui","Zzgl. Ablieferungspauschale CHF 280.-
              
              Winterräder Alu"
"1698803668-786","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10716278","AUDI A3 Sportback 40 TFSI S-Line Sportpaket quattro S-tronic","Audi virtual cockpit, Navigation plus, S-Line Sportpaket, 18"" Alufelgen, Audi Phone Box, Klimaaut.,Tempomat, LED Scheinwerfer","CHF 28'890.–","08.2019","Limousine","72'000 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","4 roues motrices","6.3 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 10'000 km","Gewerbestrasse 7, 9535 Wilen bei Wil","Listing ID: 10716278","2023-07-21","Non","Der im voraus bezahlte Service beim Fahrzeugkauf wurde von Pneu 2000 mit Stempel ..."
"1698803683-787","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10856408","AUDI A3 Sedan 2.0 TFSI Sport S-tronic","LED-Scheinwerfer | Rückfahrkamera | Verkehrszeichenerkennung | Sitzheizung | Navigationssystem | Android Auto | Apple Carplay","CHF 28'890.–","05.2018","Limousine","58'600 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","Traction avant","5.7 l/100 km","Oui","01.02.2021","Non","Oui","À partir de la livraison du véhicule, 12 mois","Badenerstrasse 47, 8004 Zürich","Listing ID: 10856408","2023-09-14","Non","Suchst du nach dem idealen Auto? Bei Farie machen wir deine Suche einfach und bequem. Ohne dass du einen Fuss vor die Tür setzen musst, kannst du aus unserem umfangreichen Sortiment wählen und das perfekte Auto direkt zu dir nach Hause bestellen.


Unsere Versprechen an dich:

Sorglos-Testen: Nicht sicher, ob das Auto wirklich zu dir passt? Kein Problem. Nutze unser 14-tägiges Rückgaberecht und finde heraus, ob es wirklich das Richtige für dich ist.
Top-Qualität, garantiert: Jedes unserer Fahrzeuge durchläuft einen akribischen 310-Punkte-Check, um sicherzustellen, dass du nur das Beste bekommst.
Sicherheit zuerst: Wir bieten für jedes unserer Autos mindestens 1 Jahr Garantie, damit du sorgenfrei auf die Strasse kannst.
Wähle deine Ablieferung: Wir wissen, dass jeder anders ist. Deshalb bieten wir dir drei verschiedene Ablieferungspakete an. Wähle das Paket, das am besten zu deinen Bedürfnissen passt.
Bequem bis vor deine Haustüre: Ja, du hast richtig gelesen. Wenn du möchtest, liefern wir dein neues Auto schweizweit direkt bis vor deine Haustür.


Das Beste? Unser engagiertes Sales Team ist immer bereit, alle deine Fragen zu beantworten und dir bei der Wahl des perfekten Autos zu helfen.

Kontaktiere uns noch heute und starte dein neues Fahrzeugabenteuer mit Farie! :-)"
"1698803696-788","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10053535","AUDI A3 40 TDI Sport quattro","Très belle voiture, 2 jeux de roues, expertisée 11.2022","CHF 28'900.–","11.2019","Limousine","58'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","-","Oui","30.11.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 150'000 km","276 Rte de St Julien, 1258 PERLY","Listing ID: 10053535","2022-11-25","CHF 62'019","Pneus d'hiver/Roues d'hiver"
"1698803709-789","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-9926619","AUDI A3 Sportback 2.0 TDI S-tronic quattro","Service gratuit: 10 ans ou 100'000 km","CHF 28'900.–","09.2018","Limousine","65'900 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","4.9 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Chemin de la Clopette 31, 1040 Echallens","Listing ID: 9926619","2022-11-14","Non","Prix indiqué hors forfait de livraison Fr. 390.- (plein de carburant, vignette autoroute, préparation intérieur et extérieur, administration liée au Service des automobiles)"
"1698803724-790","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10152329","AUDI A3 Sportback 2.0 TDI Sport S-tronic quattro","Excellent état, Top équipement, Pneus neufs été + hiver, Grand service effectué. Top zustand, 8 Neue reifen, Top Ausstattung.","CHF 28'900.–","12.2016","Limousine","81'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","5 l/100 km","Oui","21.09.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Rue de la Promenade 1, 2316 Ponts-de-Martel","Listing ID: 10152329","2023-01-06","Non","Véhicule de première main en excellent état, Top équipement, 4 Pneus été neufs, 4 Roues hiver sur jantes alu. avec pneus hiver neufs, Grand service effectué y compris remplacement de tous les filtres, Disques et garnitures de freins avants neufs, Garnitures de freins arr. neuves.
Fahrzeug aus erste hand, Sehr gut zustand, Top ausstattung, 4 Neue sommerreifen, 4 Alu. winterräder mit neue winterreifen, Grosses service gemacht, alle filter neu, Neue bremsen scheiben und beläge am vorne, Neue beläge am hinten."
"1698803737-791","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2021-occasion-10870686","AUDI A3 Sportback 35 TFSI S-tronic","Excellent état/Service suivi/Leasing possible/Garantie 12 mois ou 10000KM/Expertise du jour/ 2 jeux de roues","CHF 28'900.–","09.2021","Limousine","50'842 km","Hybride léger essence/électrique","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.8 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 10'000 km","Rue de la gare 14b, 1166 Perroy (VD)","Listing ID: 10870686","2023-09-19","Non","Excellent état/Service suivi/Leasing possible/Garantie 12 mois ou 10000KM/Expertise du jour/ 2 jeux de roues"
"1698803750-792","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2018-occasion-10830888","AUDI A3 Sportback 2.0 TDI S-Line Sport S-tronic quattro *CH-Fahrzeug*","MFK: 03.05.2023","CHF 28'900.–","06.2018","Limousine","49'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","5.1 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Bruggmatte 1, 6262 Langnau bei Reiden","Listing ID: 10830888","2023-09-05","Non","Bei Bewilligung eines Finanzierungsantrages und das Fahrzeug doch nicht nehmen, verrechnen wir 250.- CHF Arbeitsgebühr"
"1698803763-793","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10856300","AUDI A3 Sportback 40 TFSI Sport quattro S-tronic","","CHF 28'900.–","09.2019","Limousine","60'120 km","Essence","Boîte manuelle automatisée","190 PS (140 kW)","4 roues motrices","8.3 l/100 km","Oui","31.10.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 10'000 km","Fin du Mossard 5, 3280 Murten","Listing ID: 10856300","2023-09-14","Non","Top Fahrzeug . AB MFK & SERVICE . 8 fach bereift . S Line ."
"1698803776-794","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2019-occasion-10968586","AUDI A3 Sportback 40 TFSI S-tronic","NOTE. VEICOLO IMPORTAZIONE","CHF 28'900.–","09.2019","Limousine","37'300 km","Essence","Automatique","190 PS (140 kW)","Traction avant","6 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Via Cantonale / Via Valaa 33, 6594 Contone","Listing ID: 10968586","2023-10-24","CHF 49'470","Incl. pacchetto consegna - 2530676"
