web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date,prix-neuf
"1697481474-475","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-9411607","TOYOTA Yaris 1.6 GR Sport","*NEU* Service-aktivierte Garantie bis 06.2031 oder 185’000km","CHF 41'900.–","06.2021","Petite voiture","17'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","15.06.2021","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Hauptstrasse 119, 2575 Täuffelen","Listing ID: 9411607","Super Garage, freundlich, nett, sogar mit Spielecken für die Kinder! SUPER Garage, ...","2022-11-14","Non"
"1697481487-476","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2020-occasion-10511015","TOYOTA Yaris 1.6 GR Sport","","CHF 42'000.–","12.2020","Petite voiture","12'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Non","","Wangenstrasse 118, 3018 Bern","Listing ID: 10511015","","2023-05-10","Non"
"1697481500-477","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-9596501","TOYOTA Yaris 1.6 GR Sport","Tiefergelegt, 8,5+9,5"" Alufelgen Eingetragen","CHF 42'324.–","02.2022","Petite voiture","100 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","11.02.2022","Non","Non","","Zelglistrasse 45, 5417 Untersiggenthal","Listing ID: 9596501","Vertrauenswürdige Autogarage","2022-11-14","Non"
"1697481515-478","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10516313","TOYOTA Yaris 1.6 GR Sport","CH-Fahrzeug - spez. Leichtmetallfelgen 18"" - H&R Gewindefahrwerk - Inox Auspuffanlage - Premium Ausführung!","CHF 42'500.–","03.2021","Petite voiture","8'500 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 100'000 km","Bernstrasse West 60, 5034 Suhr","Listing ID: 10516313","Aussenfarbe: weiss met.
Interieur: Stoff schwarz

Leasing, Finanzierung und Eintausch möglich!

Wir sprechen Deutsch / Nous parlons Français / We speak english / Parliamo Italiano

Wir freuen uns auf Ihre Anfrage.","2023-05-11","Non"
"1697481528-479","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10527192","TOYOTA Yaris 1.6 GR Sport","8 RUOTE COMPLETE / PACCHETTO CIRCUIT / AUTO CH COME NUOVA / GARANZIA UFFICIALE DI FABBRICA","CHF 42'900.–","08.2021","Petite voiture","10'900 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 180'000 km","via alla Foce n. 5, 6933 Muzzano","Listing ID: 10527192","PACCHETTO CIRCUIT / AUTO CH COME NUOVA / 8 RUOTE COMPLETE / GARANZIA UFFICIALE DI FABBRICA","2023-05-15","Non"
"1697481543-480","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10361088","TOYOTA Yaris 1.6 GR Sport","TOP Yaris mit viel Zubehör, keine Rennstrecke, gepflegt und neuwertig, sehr leicht 16-fach bereift, Circuit pack","CHF 43'000.–","10.2022","Petite voiture","8'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 30 mois","Habsburgerstrasse 26, 6003 Luzern","Listing ID: 10361088","Sehr viel Zubehör, professionell auf Leichtbau verbaut. KEINE Rennstrecke! Aus Platzmangel
- Airtec Ansaugsystem Toyota WRC
- Lazer LED Lightbar vorne (Zusatzscheinwerfer)
- Carbon Türen Rally Cup (angepasst auf Strasse)
- TOMS Toyota Heckflügel
 - Carbon Clubsport Strebe mit Teppich und Netz
- Hardrace Uniball Querlenklager vorne, lenkt viel besser ein als original
- CAE Ultra Shifter
- Airtec Getriebe Drehmomentlager
- Flyoff Handbrake Rally Cup
- Stahlflex Leitungen rundum
- 16 fach bereift mit Sommer, Winter und 2 diversen Spike reifen, NEU
- Endless Beläge vorne und hinten
- Bremskraft verteiler manuell
- OMP Racing Sitze
- LithiumNEXT Performance Batterie 6.5kg

Umbau für rund 30.000 CHF / weitere Fotos auf Anfrage. 
(ACHTUNG, diverses muss noch eingetragen werden)

ALLE Originalteile vorhanden und problemlos rückrüstbar ohne Änderungen!!","2023-03-19","CHF 68'000"
"1697481556-481","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-9579603","TOYOTA Yaris 1.6 GR Sport","Nicht mehr bestellbar. Sofort verfügbar","CHF 43'500.–","05.2022","Petite voiture","3'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 160'000 km","Kronenstrasse 193, 9427 Wolfhalden","Listing ID: 9579603","Winterkomplettrad","2022-11-14","Non"
"1697481569-482","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10585810","TOYOTA Yaris 1.6 GR Sport","Leasing  personalizzato Circuit pack Milltek omologated First service next 5.2024 or 10'000km Car is in use","CHF 43'800.–","05.2022","Petite voiture","7'500 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","22.01.2022","Non","Oui","Dès la 1ère mise en circulation, 108 mois ou 185'000 km","6850 Mendrisio","Listing ID: 10585810","Possibilità di fare Leasing
Perfect conditions 
MIlltek exaust omologated
small alu interior details","2023-06-06","CHF 47'000"
"1697481584-483","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10596135","TOYOTA Yaris 1.6 GR Sport","*Leasingaktion ab CHF 350.-* Foliert Black Opalus, Navi, Parksensoren, Fahrassistenten, Sitzheizung, Tel. mit Bluetooth, uvm.","CHF 43'900.–","03.2021","Petite voiture","9'250 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","03.03.2021","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Hauptstrasse 80 und 87, 9430 St. Margrethen","Listing ID: 10596135","Willkommen bei der Grenzgarage AG, Ihrem jungen Gebrauchtwagen Händler

* Leasingaktion ab CHF 350.- *

- Kundenauftrag
- Eintauschfahrzeuge sind bei uns willkommen
- Optional: 12 Monate oder 20'000km Garantie
- Alle Importfahrzeuge sind aus den Herkunftsländern Deutschland und Österreich
- Optional: Gratisservice ab Übernahme für 5 Jahre / 100`000KM
- Optional: Frisch ab MFK bei Übernahme

Gewindefahrwerke, Leistungssteigerungen, Felgen und vieles mehr findest du auf grenzgarage-shop.com

Gerne stehen wir Ihnen für eine unverbindliche Beratung von Montag bis Samstag während unseren Geschäftszeiten zur Verfügung.
Für Probefahrten bitten wir Sie, vorab einen Termin zu vereinbaren.

Wir freuen uns auf Sie!","2023-06-09","Non"
"1697481597-484","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2023-occasion-10886114","TOYOTA Yaris 1.6 GR Sport","Bremssättel rot Fahrwerk: GR Rundstrecken-Aufhängung Fahrwerk: Torsen-Differential Räder: 18 Räder","CHF 43'900.–","01.2023","Petite voiture","7'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Frauenfelderstrasse  47, 8370 Sirnach","Listing ID: 10886114","Leasing , Eintausch , Finanzierung möglich
. 
wir sind spezialisiert auf Fahrwerkanpassungen, weitere Informationen: 
https://boschcarservice-sirnach.ch/lenkgeometrie/
.","2023-09-25","Non"
"1697481612-485","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2023-occasion-10881409","TOYOTA YARIS 1.6 GR Sp. GR Sp.","Paket: Circuit Pack 18 Zoll - Torsen Differential - 10 Jahre Garantie","CHF 43'900.–","01.2023","Limousine","6'950 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","-","Oui","","Non","Oui","À partir de la livraison du véhicule, 120 mois ou 185'000 km","Frauenfelderstrasse 45 - 47 /bei Autobahn Ausfahrt, 8370 Sirnach (TG) an der Autobahn A1","Listing ID: 10881409","Vielen Dank für Ihr Interesse an unserem Fahrzeug. Gerne begrüssen wir Sie persönlich bei uns in SIRNACH oder stehen Ihnen per Mail oder Telefon für Auskünfte zur Verfügung.

Verkaufspreise:
Unsere Verkaufspreise sind inkl. 7.7% Mehrwertsteuer. Die ausgeschriebenen Preise sind Netto-/Fixpreise.

111 Punkte Check / Garantie: 
Fahrzeug wurde einem 111 Punkte Check unterzogen 
Garantie bis 15 Jahre oder 200000km Laufleistung möglich


Zusatzdienstleistungen:
Beim Kauf eines Fahrzeuges sind verschiedene Übergabepakete ab dem Betrag von CHF 280.-- bis CHF 980.-- optional erhältlich.
Diese beinhaltet unter anderem
- Voll-Tanken
- Vignette
- Fahrzeugaufbereitung
- administrative Arbeiten
- Garantie / Anschlussgarantie Abschluss
- Fahrzeug Instruktionen Basic
- Fahrzeug Instruktionen
- APP Anpassungen
- usw.
Fragen Sie nach den Erläuterungen der einzelnen Paketen


Besichtigung/Probefahrt:
Wir bitten Sie für eine Besichtigung / Probefahrt einen Termin zu vereinbaren.
Bitte benutzen Sie die Terminplanung direkt über diesen Link: https://booking.elite-sportwagen.ch/vk
Auf Probefahrten erheben wir einen Unkostenbeitrag ab CHF 150.- bis CHF 250.--, welcher bei Vertragsabschluss am Verkaufspreis abgerechnet wird.

Finanzierung / Leasing:
Gerne unterbreiten wir Ihnen ein auf Sie zugeschnittenes Angebot für Ihre Fahrzeugfinanzierung, zu Top Konditionen.

Eintausch / Ankauf:
Gerne tauschen wir Ihr jetziges Fahrzeug zu fairen Konditionen ein.
Wollen Sie Ihr Fahrzeug verkaufen? Nehmen Sie mit uns Kontakt auf, - bzw. übermitteln Sie uns die Daten für Eintausch oder Ankauf direkt über den folgenden:
https://www.elite-sportwagen.ch/ankauf-eintausch.php

wir verfügen über
35 Jahre Erfahrung, 
Verkauf & Wartung

Eigene Werkstatt mit BOSCH CAR Service - und Herstellergarantie 

Wir freuen uns auf Ihre Anfrage.","2023-09-22","Non"
"1697481627-486","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-limousine-2023-occasion-10886129","TOYOTA YARIS 1.6 GR Sp. GR Sp.","Paket: Circuit Pack 18 Zoll - Torsen Differential - 10 Jahre Garantie","CHF 43'900.–","01.2023","Limousine","6'950 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","-","Oui","","Non","Oui","À partir de la livraison du véhicule, 120 mois ou 185'000 km","Frauenfelderstrasse 45 - 47 /bei Autobahn Ausfahrt, 8370 Sirnach (TG) an der Autobahn A1","Listing ID: 10886129","Vielen Dank für Ihr Interesse an unserem Fahrzeug. Gerne begrüssen wir Sie persönlich bei uns in SIRNACH oder stehen Ihnen per Mail oder Telefon für Auskünfte zur Verfügung.

Verkaufspreise:
Unsere Verkaufspreise sind inkl. 7.7% Mehrwertsteuer. Die ausgeschriebenen Preise sind Netto-/Fixpreise.

111 Punkte Check / Garantie: 
Fahrzeug wurde einem 111 Punkte Check unterzogen 
Garantie bis 15 Jahre oder 200000km Laufleistung möglich


Zusatzdienstleistungen:
Beim Kauf eines Fahrzeuges sind verschiedene Übergabepakete ab dem Betrag von CHF 280.-- bis CHF 980.-- optional erhältlich.
Diese beinhaltet unter anderem
- Voll-Tanken
- Vignette
- Fahrzeugaufbereitung
- administrative Arbeiten
- Garantie / Anschlussgarantie Abschluss
- Fahrzeug Instruktionen Basic
- Fahrzeug Instruktionen
- APP Anpassungen
- usw.
Fragen Sie nach den Erläuterungen der einzelnen Paketen


Besichtigung/Probefahrt:
Wir bitten Sie für eine Besichtigung / Probefahrt einen Termin zu vereinbaren.
Bitte benutzen Sie die Terminplanung direkt über diesen Link: https://booking.elite-sportwagen.ch/vk
Auf Probefahrten erheben wir einen Unkostenbeitrag ab CHF 150.- bis CHF 250.--, welcher bei Vertragsabschluss am Verkaufspreis abgerechnet wird.

Finanzierung / Leasing:
Gerne unterbreiten wir Ihnen ein auf Sie zugeschnittenes Angebot für Ihre Fahrzeugfinanzierung, zu Top Konditionen.

Eintausch / Ankauf:
Gerne tauschen wir Ihr jetziges Fahrzeug zu fairen Konditionen ein.
Wollen Sie Ihr Fahrzeug verkaufen? Nehmen Sie mit uns Kontakt auf, - bzw. übermitteln Sie uns die Daten für Eintausch oder Ankauf direkt über den folgenden:
https://www.elite-sportwagen.ch/ankauf-eintausch.php

wir verfügen über
35 Jahre Erfahrung, 
Verkauf & Wartung

Eigene Werkstatt mit BOSCH CAR Service - und Herstellergarantie 

Wir freuen uns auf Ihre Anfrage.","2023-09-25","CHF 45'550"
"1697481640-487","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10828226","TOYOTA Yaris 1.6 GR Sport","","CHF 44'000.–","06.2022","Petite voiture","9'800 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","-","Oui","","Non","Non","","Paradiesstrasse 2, 8802 Kilchberg","Listing ID: 10828226","Extra: weisse Felgen (Bild)","2023-09-05","Non"
"1697481655-488","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10717347","TOYOTA Yaris 1.6 GR Sport","sofort verfügbar - CH-Fahrzeug - diverse Modifikationen (alles Neuteile inkl. Gutachten & eingetragen)","CHF 44'444.–","01.2021","Petite voiture","26'567 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 120 mois ou 185'000 km","Klosterrütistrasse 17, 5432 Neuenhof","Listing ID: 10717347","-RS-R Japan Gewindefahrwerk (40mm tiefer / härteverstellbar) inkl. Gutachten / Eintragung
-JR SL01 Alufelgen 9.5x18 mit 255/35R18 Goodyear Eagle Reifen inkl. Gutachten / Eintragung
-Fox Klappenauspuffanlage inkl. EG Genehmigung
-Tom's Racing Japan Heckspoiler inkl. DTC Gutachten / Eintragung
-Folierung im TRD Retro 80's Look - Klosterrüti-Logos werden bei Verkauf entfernt und können auch durch ein persönliches Design ersetzt werden (z.B.: Geburtsjahr / Logo / etc.)

Bei Verkauf wird der Wagen frisch bei der MFK im Kanton Aargau geprüft.

Tuningwert ca. 14'000.-","2023-07-21","Non"
"1697481668-489","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2020-occasion-8248294","TOYOTA Yaris 1.6 GR Sport","","CHF 44'900.–","12.2020","Petite voiture","150 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","-","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Grand-Rue 23, 2037 MONTMOLLIN","Listing ID: 8248294","","2022-11-14","Non"
"1697481681-490","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-10842010","TOYOTA Yaris 1.6 GR Sport","Véhicule Suisse , Leasing possible","CHF 44'900.–","01.2021","Petite voiture","3'800 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Rue de Genève 102, 1004 Lausanne","Listing ID: 10842010","","2023-09-09","Non"
"1697481696-491","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-9135601","TOYOTA Yaris 1.6 GR Sport","*** inkl. Klappenauspuffanlage ***","CHF 44'900.–","02.2021","Petite voiture","9'000 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 3 mois ou 100'000 km","Hauptstrasse 80, 4584 Gächliwil","Listing ID: 9135601","Sehr geehrte Damen und Herren

Vielen Dank, dass Sie uns Ihr Vertrauen schenken und sich für unser Angebot entschieden haben.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur Verfügung.

Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.

Trotz der großen Sorgfalt sind Inseratsfehler nicht ausgeschlossen.
Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.","2022-11-14","Non"
"1697481711-492","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2021-occasion-8670318","TOYOTA Yaris 1.6 GR Sport","Ganz neu! Die letzten GR's in der Schweiz! Sport auspuff mit CH zulassung inbegriffen!","CHF 45'400.–","12.2022","Petite voiture","10 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 36 mois","1890 St Maurice","Listing ID: 8670318","Die grösste Yaris GR Circuit Packet Auswahl der Schweiz!  Komplett tuning/renn program mit aerokit pack verfügbar für strasse oder clubsport /rally cup version.  XShift sequentiellen Schaltung.
https://youtu.be/sMmv6Ktj9N0.
Multilease 3,9% super leasing offerte. Eintausch moeglich.
Email :","2022-11-14","Non"
"1697481724-493","https://www.autoscout24.ch/fr/voitures/toyota--yaris?cond=49&make=78&model=554&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2022-occasion-10867345","TOYOTA Yaris 1.6 GR Sport","","CHF 45'900.–","09.2022","Petite voiture","4'100 km","Essence","Boîte manuelle","261 PS (192 kW)","4 roues motrices","8.2 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Via alla Roggia 7, 6926 Collina D'oro TI","Listing ID: 10867345","Incl. pacchetto consegna - 685.757.497","2023-09-18","CHF 50'550"
